parcel_id,apn,county_fips,lot_sqft,zoning_code,zoning_allows_surface_parking,is_corner_lot,distance_to_nearest_demand_m,score_identification,score_entitlement,score_strategic,centroid_lon,centroid_lat
bfe11adf-b1a5-40a8-b88e-af03174f76f6,033-9573120120,53033,9897.727037675226,,false,false,14696.694964219556,,,,-122.2458522894257,47.72492361176287
205b4f0c-11c9-4d3c-b6b6-aae21c9f60cf,033-9573120130,53033,9631.471031585768,,false,false,14677.073188834267,25.0,,,-122.24622026750824,47.72484823195884
5901f029-d892-4a26-b857-c4063341bdbc,033-9573120140,53033,9708.843095361195,,false,false,14662.123481536773,,,,-122.24660410334387,47.724824455944145
84b6ea3c-386b-4941-a0b3-6b0ec2aba054,033-9573120150,53033,9917.635085141983,,false,false,14685.042659088387,,,,-122.24663075117324,47.72506228370942
064ace73-cdcb-486e-b17f-6bbd8031b068,033-9573120160,53033,9449.64051559283,,false,false,14708.252310669319,25.0,,,-122.24669181563053,47.72531409052027
bb2e75d7-4d29-4b35-ae47-782de0a5e04f,033-9573120170,53033,9746.988368655502,,false,false,14735.141518324113,25.0,,,-122.2465412224921,47.7255337141623
1d496d9a-3947-454e-a74b-989ea81337bb,033-9573120180,53033,9715.380471334836,,false,false,14754.2096802663,25.0,,,-122.2462367852942,47.72562508357275
10daabc4-5120-4ee1-8ade-79e00157eb6d,033-9573120190,53033,10218.871368896846,,false,false,14718.685792831431,25.0,,,-122.24626993322693,47.72528077588532
854812d9-b844-4e2b-a19f-d11918e5cc3f,033-9573120200,53033,9883.439125675095,,false,false,14713.510644651386,,,,-122.2460352523894,47.72515212434038
794ca592-eacc-41e7-b716-944de27940be,033-9573120210,53033,9606.620318446398,,false,false,14728.796410183742,,,,-122.2456411960134,47.72517552190521
1a2dd6e5-fbf1-48da-aeb8-2a09ff3baf1f,033-9573120220,53033,9465.446823329337,,false,false,14752.223029886074,25.0,,,-122.24550768924979,47.7253661296252
8743cffa-6bd5-4d74-a387-5bc97bf92985,033-9573120230,53033,9486.198482532638,,false,false,14778.494169114067,,,,-122.24552871992928,47.72563609708171
a7778326-46f4-4db9-9e61-456356f108d6,033-9573120240,53033,9779.837954312741,,false,false,14822.833968512625,,,,-122.2454803032861,47.726063922100614
1bca98b5-9a52-4777-8d7c-bc54cef8c410,033-9573120250,53033,9695.071594454766,,false,false,14812.460439236344,25.0,,,-122.24580640960924,47.72606688537169
16ada3ed-07c2-43d1-8e6a-ac6682ec3206,033-9573120260,53033,9731.3021103715,,false,false,14802.168991601739,25.0,,,-122.2461313553546,47.72606996110308
de45844a-ab29-49ce-8017-9b629ac28bc3,033-9573120270,53033,9916.353656187983,,false,false,14790.605236536525,,,,-122.24645076210088,47.72605821187382
dd2bd0ee-3e88-4a28-8efd-e7f86b7ef449,033-9573120280,53033,11073.893051045987,,false,false,14779.155344022609,,,,-122.24674652058317,47.72603966195074
41c2860d-c63a-4baa-8a89-a989e8619d33,033-9573120290,53033,10061.320049769864,,false,false,14774.971841678844,25.0,,,-122.24709343398642,47.72610977100359
95ba2fe6-6ea0-4f35-84f0-b7d8c65646a0,033-9573120300,53033,10339.304738070368,,false,false,14761.823265710138,,,,-122.24747384631189,47.72610082978535
cc36422f-7820-4dab-94d0-b2aee87ffcca,033-9573120310,53033,13411.304428626678,,false,false,14746.168778596197,,,,-122.24778501638856,47.72604442969406
e0348f5d-863a-4661-bf13-4e75dd7c5555,033-9573120320,53033,15523.097340982858,,false,false,14730.998874610837,,,,-122.24807548421417,47.72598603601964
480dc4d3-ee4f-4e23-9930-41181c34dc81,033-9573120330,53033,41925.52544306764,,false,false,14710.938130084034,25.0,,,-122.24864028749036,47.725965716481745
ee2146f8-d890-4c0e-8fed-42b89a58c560,033-9573120340,53033,14020.82301631536,,false,false,14672.256567342078,,,,-122.24848210732104,47.72553100746847
e54b0536-7cb1-4fa6-94c7-dc159cf5bbe6,033-9573120350,53033,14230.573199726728,,false,false,14656.564334192513,,,,-122.24825601226603,47.72530281505576
d22f88a5-60e1-4c5c-8fc2-41c628be01ee,033-9573120360,53033,11461.253765343366,,false,false,14667.179722619752,,,,-122.24785588009946,47.72528043977322
da6727bc-c2cb-43d2-9229-40c61683d382,033-9573120370,53033,10079.927424614563,,false,false,14701.39643502717,,,,-122.24757946357514,47.72553265848725
99ca57b7-8d22-4ae5-a169-b668598ad0b4,033-9573120380,53033,10039.828460940944,,false,false,14730.909632042436,,,,-122.24715941525324,47.725691688433905
80d836ad-e24c-4d92-95e0-01bf319e52fa,033-9573120390,53033,9920.577731890922,,false,false,14700.59072764464,,,,-122.24727814012243,47.72542759008949
f497ad9c-d399-4919-9579-2cf229e32877,033-9573120400,53033,11187.453457266147,,false,false,14673.637561365307,,,,-122.24739724827533,47.72519717746256
98086d34-8bd6-4861-824e-4bc4349cbff6,033-9573120410,53033,13980.74558096769,,false,false,14652.946479112074,,,,-122.24745672223223,47.72500996532937
3099f2d7-3671-4495-b2ee-c09fe5550cc6,033-9573120420,53033,18286.613921926557,,false,false,14629.43847499429,25.0,,,-122.24757896394016,47.72481492544487
f1b425e4-15e7-4125-915c-0e13171717eb,033-9573120430,53033,10875.435386297542,,false,false,14619.244092810944,,,,-122.24728240004316,47.72461704151439
aaa34831-e999-41a5-bbd2-eccdf898be78,033-9573120440,53033,11644.06541337063,,false,false,14598.438164130494,,,,-122.24757988691732,47.72450583566839
ba406895-277f-44bb-97ef-58368c4e542b,033-9573120450,53033,9881.196529495133,,false,false,14574.313721573715,25.0,,,-122.24776343886006,47.724324496927316
a85482b8-c923-414f-a4f7-e52561234320,033-9573120460,53033,61788.46816294796,,false,false,14623.423879600186,,,,-122.24850283318683,47.72505171057306
c40f0485-f9b4-40ac-aaaa-5e754f5bcc75,033-9574800005,53033,124813.15123563654,,false,false,35114.49177627949,,,,-122.3650697052853,47.291195832912145
5f88b1c5-9c35-4240-b224-bdd9c7698cb3,033-9574800007,53033,43618.2881227543,,false,false,35099.46156891507,,,,-122.36161560921012,47.29117464657548
08ea017a-3f1d-4bd4-85ca-98abf416539d,033-9574800008,53033,43580.60375819107,,false,false,35106.55312074141,25.0,,,-122.36337069777919,47.29118817181454
